epoch,step,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate
16,16,11.088521003723145,5.3233561515808105,10.25512409210205,0.688524603843689,11.088521003723145,5.3233561515808105,10.25512409210205,0.688524603843689,,,,,,,,
17,17,,,,,,,,,11.152355194091797,5.238293170928955,10.31895637512207,0.7540983557701111,11.152355194091797,5.238293170928955,10.31895637512207,0.7540983557701111
17,17,11.020137786865234,5.275022029876709,10.187211036682129,0.688524603843689,11.020137786865234,5.275022029876709,10.187211036682129,0.688524603843689,,,,,,,,
18,18,,,,,,,,,10.963353157043457,5.197704792022705,10.129961013793945,0.7540983557701111,10.963353157043457,5.197704792022705,10.129961013793945,0.7540983557701111
18,18,10.891593933105469,5.246018409729004,10.059464454650879,0.7049180269241333,10.891593933105469,5.246018409729004,10.059464454650879,0.7049180269241333,,,,,,,,
19,19,,,,,,,,,10.796420097351074,5.163024425506592,9.963008880615234,0.7540983557701111,10.796420097351074,5.163024425506592,9.963008880615234,0.7540983557701111
19,19,10.661615371704102,5.195959091186523,9.827329635620117,0.688524603843689,10.661615371704102,5.195959091186523,9.827329635620117,0.688524603843689,,,,,,,,
20,20,,,,,,,,,10.740596771240234,5.149102210998535,9.907172203063965,0.7704917788505554,10.740596771240234,5.149102210998535,9.907172203063965,0.7704917788505554
20,20,10.529624938964844,5.159192085266113,9.698335647583008,0.7049180269241333,10.529624938964844,5.159192085266113,9.698335647583008,0.7049180269241333,,,,,,,,
21,21,,,,,,,,,10.695282936096191,5.134800910949707,9.861891746520996,0.7704917788505554,10.695282936096191,5.134800910949707,9.861891746520996,0.7704917788505554
21,21,10.499155044555664,5.149667263031006,9.66701889038086,0.7213114500045776,10.499155044555664,5.149667263031006,9.66701889038086,0.7213114500045776,,,,,,,,
22,22,,,,,,,,,10.62997817993164,5.122748851776123,9.796568870544434,0.7540983557701111,10.62997817993164,5.122748851776123,9.796568870544434,0.7540983557701111
22,22,10.450765609741211,5.137429237365723,9.615225791931152,0.688524603843689,10.450765609741211,5.137429237365723,9.615225791931152,0.688524603843689,,,,,,,,
23,23,,,,,,,,,10.561752319335938,5.113064765930176,9.728346824645996,0.7540983557701111,10.561752319335938,5.113064765930176,9.728346824645996,0.7540983557701111
23,23,10.359565734863281,5.110355854034424,9.525132179260254,0.688524603843689,10.359565734863281,5.110355854034424,9.525132179260254,0.688524603843689,,,,,,,,
24,24,,,,,,,,,10.486783027648926,5.099979400634766,9.653430938720703,0.7540983557701111,10.486783027648926,5.099979400634766,9.653430938720703,0.7540983557701111
24,24,10.278463363647461,5.1049628257751465,9.445558547973633,0.688524603843689,10.278463363647461,5.1049628257751465,9.445558547973633,0.688524603843689,,,,,,,,
25,25,,,,,,,,,10.39399528503418,5.074169158935547,9.560616493225098,0.7540983557701111,10.39399528503418,5.074169158935547,9.560616493225098,0.7540983557701111
25,25,10.241920471191406,5.090777397155762,9.409093856811523,0.688524603843689,10.241920471191406,5.090777397155762,9.409093856811523,0.688524603843689,,,,,,,,
26,26,,,,,,,,,10.318751335144043,5.04042911529541,9.485428810119629,0.7868852615356445,10.318751335144043,5.04042911529541,9.485428810119629,0.7868852615356445
26,26,10.152724266052246,5.063508033752441,9.31833267211914,0.7213114500045776,10.152724266052246,5.063508033752441,9.31833267211914,0.7213114500045776,,,,,,,,
27,27,,,,,,,,,10.28425407409668,5.0136799812316895,9.450956344604492,0.7868852615356445,10.28425407409668,5.0136799812316895,9.450956344604492,0.7868852615356445
27,27,10.070075035095215,5.0290446281433105,9.236696243286133,0.7213114500045776,10.070075035095215,5.0290446281433105,9.236696243286133,0.7213114500045776,,,,,,,,
28,28,,,,,,,,,10.264957427978516,4.99246072769165,9.431705474853516,0.8032786846160889,10.264957427978516,4.99246072769165,9.431705474853516,0.8032786846160889
28,28,10.006369590759277,4.9980902671813965,9.172374725341797,0.7049180269241333,10.006369590759277,4.9980902671813965,9.172374725341797,0.7049180269241333,,,,,,,,
29,29,,,,,,,,,10.209386825561523,4.970666408538818,9.376188278198242,0.7868852615356445,10.209386825561523,4.970666408538818,9.376188278198242,0.7868852615356445
29,29,9.994773864746094,4.984385967254639,9.161226272583008,0.7213114500045776,9.994773864746094,4.984385967254639,9.161226272583008,0.7213114500045776,,,,,,,,
30,30,,,,,,,,,10.163129806518555,4.959502696990967,9.329895973205566,0.7868852615356445,10.163129806518555,4.959502696990967,9.329895973205566,0.7868852615356445
30,30,9.928728103637695,4.960937976837158,9.095752716064453,0.7213114500045776,9.928728103637695,4.960937976837158,9.095752716064453,0.7213114500045776,,,,,,,,
31,31,,,,,,,,,10.119272232055664,4.948698997497559,9.286056518554688,0.7704917788505554,10.119272232055664,4.948698997497559,9.286056518554688,0.7704917788505554
31,31,9.881690979003906,4.950240612030029,9.04687786102295,0.7213114500045776,9.881690979003906,4.950240612030029,9.04687786102295,0.7213114500045776,,,,,,,,
32,32,,,,,,,,,10.068550109863281,4.938857078552246,9.23529052734375,0.7704917788505554,10.068550109863281,4.938857078552246,9.23529052734375,0.7704917788505554
32,32,9.85770320892334,4.934512138366699,9.024154663085938,0.7049180269241333,9.85770320892334,4.934512138366699,9.024154663085938,0.7049180269241333,,,,,,,,
33,33,,,,,,,,,10.029443740844727,4.929213047027588,9.196192741394043,0.7868852615356445,10.029443740844727,4.929213047027588,9.196192741394043,0.7868852615356445
33,33,9.803942680358887,4.9222092628479,8.971550941467285,0.688524603843689,9.803942680358887,4.9222092628479,8.971550941467285,0.688524603843689,,,,,,,,
34,34,,,,,,,,,10.006450653076172,4.918696403503418,9.173225402832031,0.7704917788505554,10.006450653076172,4.918696403503418,9.173225402832031,0.7704917788505554
34,34,9.766890525817871,4.916991710662842,8.934734344482422,0.7377049326896667,9.766890525817871,4.916991710662842,8.934734344482422,0.7377049326896667,,,,,,,,
35,35,,,,,,,,,9.974063873291016,4.908381462097168,9.14083480834961,0.7704917788505554,9.974063873291016,4.908381462097168,9.14083480834961,0.7704917788505554
35,35,9.750542640686035,4.907796382904053,8.916817665100098,0.7049180269241333,9.750542640686035,4.907796382904053,8.916817665100098,0.7049180269241333,,,,,,,,
36,36,,,,,,,,,9.941807746887207,4.898434638977051,9.108579635620117,0.7540983557701111,9.941807746887207,4.898434638977051,9.108579635620117,0.7540983557701111
36,36,9.716597557067871,4.8964433670043945,8.885303497314453,0.7213114500045776,9.716597557067871,4.8964433670043945,8.885303497314453,0.7213114500045776,,,,,,,,
37,37,,,,,,,,,9.930517196655273,4.888333797454834,9.097280502319336,0.7540983557701111,9.930517196655273,4.888333797454834,9.097280502319336,0.7540983557701111
37,37,9.697951316833496,4.891611576080322,8.863500595092773,0.7049180269241333,9.697951316833496,4.891611576080322,8.863500595092773,0.7049180269241333,,,,,,,,
38,38,,,,,,,,,9.92379379272461,4.878150939941406,9.090546607971191,0.7540983557701111,9.92379379272461,4.878150939941406,9.090546607971191,0.7540983557701111
38,38,9.676667213439941,4.881411075592041,8.842440605163574,0.6721311211585999,9.676667213439941,4.881411075592041,8.842440605163574,0.6721311211585999,,,,,,,,
39,39,,,,,,,,,9.894390106201172,4.868140697479248,9.061178207397461,0.7540983557701111,9.894390106201172,4.868140697479248,9.061178207397461,0.7540983557701111
39,39,9.66989517211914,4.878930568695068,8.837202072143555,0.688524603843689,9.66989517211914,4.878930568695068,8.837202072143555,0.688524603843689,,,,,,,,
40,40,,,,,,,,,9.878545761108398,4.864282131195068,9.045273780822754,0.7540983557701111,9.878545761108398,4.864282131195068,9.045273780822754,0.7540983557701111
40,40,9.653436660766602,4.869678497314453,8.81993293762207,0.7049180269241333,9.653436660766602,4.869678497314453,8.81993293762207,0.7049180269241333,,,,,,,,
41,41,,,,,,,,,9.860618591308594,4.860553741455078,9.027381896972656,0.7540983557701111,9.860618591308594,4.860553741455078,9.027381896972656,0.7540983557701111
41,41,9.623939514160156,4.860146522521973,8.790471076965332,0.7049180269241333,9.623939514160156,4.860146522521973,8.790471076965332,0.7049180269241333,,,,,,,,
42,42,,,,,,,,,9.840718269348145,4.858315467834473,9.007396697998047,0.7540983557701111,9.840718269348145,4.858315467834473,9.007396697998047,0.7540983557701111
42,42,9.601354598999023,4.852725505828857,8.767619132995605,0.7049180269241333,9.601354598999023,4.852725505828857,8.767619132995605,0.7049180269241333,,,,,,,,
43,43,,,,,,,,,9.830522537231445,4.855794429779053,8.997209548950195,0.7868852615356445,9.830522537231445,4.855794429779053,8.997209548950195,0.7868852615356445
43,43,9.63571834564209,4.8419671058654785,8.802062034606934,0.7049180269241333,9.63571834564209,4.8419671058654785,8.802062034606934,0.7049180269241333,,,,,,,,
44,44,,,,,,,,,9.818429946899414,4.853001117706299,8.98512077331543,0.7868852615356445,9.818429946899414,4.853001117706299,8.98512077331543,0.7868852615356445
44,44,9.606289863586426,4.856035232543945,8.772795677185059,0.7213114500045776,9.606289863586426,4.856035232543945,8.772795677185059,0.7213114500045776,,,,,,,,
45,45,,,,,,,,,9.814995765686035,4.848792552947998,8.981707572937012,0.7704917788505554,9.814995765686035,4.848792552947998,8.981707572937012,0.7704917788505554
45,45,9.548972129821777,4.841522693634033,8.714468955993652,0.688524603843689,9.548972129821777,4.841522693634033,8.714468955993652,0.688524603843689,,,,,,,,
46,46,,,,,,,,,9.811283111572266,4.843847751617432,8.977999687194824,0.7704917788505554,9.811283111572266,4.843847751617432,8.977999687194824,0.7704917788505554
46,46,9.507821083068848,4.830224990844727,8.674700736999512,0.7049180269241333,9.507821083068848,4.830224990844727,8.674700736999512,0.7049180269241333,,,,,,,,
47,47,,,,,,,,,9.810501098632812,4.838703632354736,8.97723388671875,0.7704917788505554,9.810501098632812,4.838703632354736,8.97723388671875,0.7704917788505554
47,47,9.594625473022461,4.841840744018555,8.760568618774414,0.7049180269241333,9.594625473022461,4.841840744018555,8.760568618774414,0.7049180269241333,,,,,,,,
48,48,,,,,,,,,9.808873176574707,4.833763599395752,8.975584030151367,0.7704917788505554,9.808873176574707,4.833763599395752,8.975584030151367,0.7704917788505554
48,48,9.532574653625488,4.82835578918457,8.700677871704102,0.6721311211585999,9.532574653625488,4.82835578918457,8.700677871704102,0.6721311211585999,,,,,,,,
49,49,,,,,,,,,9.799511909484863,4.828388214111328,8.966225624084473,0.7704917788505554,9.799511909484863,4.828388214111328,8.966225624084473,0.7704917788505554
49,49,9.577973365783691,4.830814361572266,8.743688583374023,0.688524603843689,9.577973365783691,4.830814361572266,8.743688583374023,0.688524603843689,,,,,,,,
50,50,,,,,,,,,9.789626121520996,4.825437545776367,8.956338882446289,0.7704917788505554,9.789626121520996,4.825437545776367,8.956338882446289,0.7704917788505554
50,50,9.53691291809082,4.819124221801758,8.703621864318848,0.688524603843689,9.53691291809082,4.819124221801758,8.703621864318848,0.688524603843689,,,,,,,,
51,51,,,,,,,,,9.775739669799805,4.822626113891602,8.942465782165527,0.7704917788505554,9.775739669799805,4.822626113891602,8.942465782165527,0.7704917788505554
51,51,9.537086486816406,4.814356803894043,8.702861785888672,0.688524603843689,9.537086486816406,4.814356803894043,8.702861785888672,0.688524603843689,,,,,,,,
52,52,,,,,,,,,9.766035079956055,4.82016658782959,8.93275260925293,0.7704917788505554,9.766035079956055,4.82016658782959,8.93275260925293,0.7704917788505554
52,52,9.5115966796875,4.818171977996826,8.678191184997559,0.688524603843689,9.5115966796875,4.818171977996826,8.678191184997559,0.688524603843689,,,,,,,,
53,53,,,,,,,,,9.757752418518066,4.817755699157715,8.92447280883789,0.7704917788505554,9.757752418518066,4.817755699157715,8.92447280883789,0.7704917788505554
53,53,9.530988693237305,4.81911039352417,8.69720458984375,0.688524603843689,9.530988693237305,4.81911039352417,8.69720458984375,0.688524603843689,,,,,,,,
54,54,,,,,,,,,9.75245475769043,4.8154215812683105,8.919182777404785,0.7704917788505554,9.75245475769043,4.8154215812683105,8.919182777404785,0.7704917788505554
54,54,9.481904029846191,4.813251972198486,8.648961067199707,0.7049180269241333,9.481904029846191,4.813251972198486,8.648961067199707,0.7049180269241333,,,,,,,,
55,55,,,,,,,,,9.744117736816406,4.8133134841918945,8.910845756530762,0.7704917788505554,9.744117736816406,4.8133134841918945,8.910845756530762,0.7704917788505554
55,55,9.553242683410645,4.811493396759033,8.720885276794434,0.7049180269241333,9.553242683410645,4.811493396759033,8.720885276794434,0.7049180269241333,,,,,,,,
56,56,,,,,,,,,9.743043899536133,4.810863971710205,8.909790992736816,0.7704917788505554,9.743043899536133,4.810863971710205,8.909790992736816,0.7704917788505554
56,56,9.498441696166992,4.799307346343994,8.664396286010742,0.6721311211585999,9.498441696166992,4.799307346343994,8.664396286010742,0.6721311211585999,,,,,,,,
57,57,,,,,,,,,9.742398262023926,4.80814266204834,8.909143447875977,0.7704917788505554,9.742398262023926,4.80814266204834,8.909143447875977,0.7704917788505554
57,57,9.533430099487305,4.811814308166504,8.700224876403809,0.688524603843689,9.533430099487305,4.811814308166504,8.700224876403809,0.688524603843689,,,,,,,,
58,58,,,,,,,,,9.737801551818848,4.805483818054199,8.904545783996582,0.7704917788505554,9.737801551818848,4.805483818054199,8.904545783996582,0.7704917788505554
58,58,9.445293426513672,4.808358669281006,8.61100959777832,0.6721311211585999,9.445293426513672,4.808358669281006,8.61100959777832,0.6721311211585999,,,,,,,,
59,59,,,,,,,,,9.7290678024292,4.802897930145264,8.895813941955566,0.7540983557701111,9.7290678024292,4.802897930145264,8.895813941955566,0.7540983557701111
59,59,9.479780197143555,4.796409606933594,8.64583683013916,0.688524603843689,9.479780197143555,4.796409606933594,8.64583683013916,0.688524603843689,,,,,,,,
60,60,,,,,,,,,9.724874496459961,4.799843788146973,8.891636848449707,0.7540983557701111,9.724874496459961,4.799843788146973,8.891636848449707,0.7540983557701111
60,60,9.450582504272461,4.794766902923584,8.617886543273926,0.688524603843689,9.450582504272461,4.794766902923584,8.617886543273926,0.688524603843689,,,,,,,,
61,61,,,,,,,,,9.720560073852539,4.797045707702637,8.887328147888184,0.7540983557701111,9.720560073852539,4.797045707702637,8.887328147888184,0.7540983557701111
61,61,9.480149269104004,4.793741226196289,8.646443367004395,0.688524603843689,9.480149269104004,4.793741226196289,8.646443367004395,0.688524603843689,,,,,,,,
62,62,,,,,,,,,9.722914695739746,4.793968200683594,8.889680862426758,0.7540983557701111,9.722914695739746,4.793968200683594,8.889680862426758,0.7540983557701111
62,62,9.420323371887207,4.796009540557861,8.58761978149414,0.6721311211585999,9.420323371887207,4.796009540557861,8.58761978149414,0.6721311211585999,,,,,,,,
63,63,,,,,,,,,9.726459503173828,4.790757656097412,8.893227577209473,0.7540983557701111,9.726459503173828,4.790757656097412,8.893227577209473,0.7540983557701111
63,63,9.437079429626465,4.7929253578186035,8.605643272399902,0.6721311211585999,9.437079429626465,4.7929253578186035,8.605643272399902,0.6721311211585999,,,,,,,,
64,64,,,,,,,,,9.724417686462402,4.787789821624756,8.891186714172363,0.7540983557701111,9.724417686462402,4.787789821624756,8.891186714172363,0.7540983557701111
64,64,9.45465087890625,4.788001537322998,8.62045669555664,0.688524603843689,9.45465087890625,4.788001537322998,8.62045669555664,0.688524603843689,,,,,,,,
65,65,,,,,,,,,9.712321281433105,4.7851176261901855,8.879074096679688,0.7540983557701111,9.712321281433105,4.7851176261901855,8.879074096679688,0.7540983557701111
65,65,9.469717979431152,4.785378456115723,8.635896682739258,0.6721311211585999,9.469717979431152,4.785378456115723,8.635896682739258,0.6721311211585999,,,,,,,,
66,66,,,,,,,,,9.69925594329834,4.78213357925415,8.866007804870605,0.7540983557701111,9.69925594329834,4.78213357925415,8.866007804870605,0.7540983557701111
66,66,9.449010848999023,4.785743236541748,8.615776062011719,0.688524603843689,9.449010848999023,4.785743236541748,8.615776062011719,0.688524603843689,,,,,,,,
67,67,,,,,,,,,9.681036949157715,4.779214859008789,8.847804069519043,0.7377049326896667,9.681036949157715,4.779214859008789,8.847804069519043,0.7377049326896667
67,67,9.43850326538086,4.769704818725586,8.60534381866455,0.688524603843689,9.43850326538086,4.769704818725586,8.60534381866455,0.688524603843689,,,,,,,,
68,68,,,,,,,,,9.662077903747559,4.776349067687988,8.828843116760254,0.7377049326896667,9.662077903747559,4.776349067687988,8.828843116760254,0.7377049326896667
68,68,9.419960021972656,4.777287006378174,8.585254669189453,0.6721311211585999,9.419960021972656,4.777287006378174,8.585254669189453,0.6721311211585999,,,,,,,,
69,69,,,,,,,,,9.64440631866455,4.774223327636719,8.811177253723145,0.7213114500045776,9.64440631866455,4.774223327636719,8.811177253723145,0.7213114500045776
69,69,9.414471626281738,4.768466472625732,8.58078670501709,0.6721311211585999,9.414471626281738,4.768466472625732,8.58078670501709,0.6721311211585999,,,,,,,,
70,70,,,,,,,,,9.631673812866211,4.771942138671875,8.798432350158691,0.7213114500045776,9.631673812866211,4.771942138671875,8.798432350158691,0.7213114500045776
70,70,9.35331916809082,4.765016078948975,8.520118713378906,0.6721311211585999,9.35331916809082,4.765016078948975,8.520118713378906,0.6721311211585999,,,,,,,,
71,71,,,,,,,,,9.624868392944336,4.76933479309082,8.791620254516602,0.7377049326896667,9.624868392944336,4.76933479309082,8.791620254516602,0.7377049326896667
71,71,9.399971961975098,4.770325183868408,8.566712379455566,0.7049180269241333,9.399971961975098,4.770325183868408,8.566712379455566,0.7049180269241333,,,,,,,,
72,72,,,,,,,,,9.623779296875,4.766413688659668,8.790495872497559,0.7377049326896667,9.623779296875,4.766413688659668,8.790495872497559,0.7377049326896667
72,72,9.387650489807129,4.7560601234436035,8.554241180419922,0.688524603843689,9.387650489807129,4.7560601234436035,8.554241180419922,0.688524603843689,,,,,,,,
73,73,,,,,,,,,9.62082576751709,4.764042377471924,8.787543296813965,0.7377049326896667,9.62082576751709,4.764042377471924,8.787543296813965,0.7377049326896667
73,73,9.391410827636719,4.759286403656006,8.557218551635742,0.6721311211585999,9.391410827636719,4.759286403656006,8.557218551635742,0.6721311211585999,,,,,,,,
74,74,,,,,,,,,9.628491401672363,4.76096248626709,8.795226097106934,0.7540983557701111,9.628491401672363,4.76096248626709,8.795226097106934,0.7540983557701111
74,74,9.38547134399414,4.7597246170043945,8.551644325256348,0.688524603843689,9.38547134399414,4.7597246170043945,8.551644325256348,0.688524603843689,,,,,,,,
75,75,,,,,,,,,9.633995056152344,4.75823974609375,8.800697326660156,0.7540983557701111,9.633995056152344,4.75823974609375,8.800697326660156,0.7540983557701111
75,75,9.405313491821289,4.752729892730713,8.572120666503906,0.7213114500045776,9.405313491821289,4.752729892730713,8.572120666503906,0.7213114500045776,,,,,,,,
76,76,,,,,,,,,9.638387680053711,4.755674362182617,8.805091857910156,0.7540983557701111,9.638387680053711,4.755674362182617,8.805091857910156,0.7540983557701111
76,76,9.353824615478516,4.751259803771973,8.52062702178955,0.688524603843689,9.353824615478516,4.751259803771973,8.52062702178955,0.688524603843689,,,,,,,,
77,77,,,,,,,,,9.635993957519531,4.753468990325928,8.802696228027344,0.7540983557701111,9.635993957519531,4.753468990325928,8.802696228027344,0.7540983557701111
77,77,9.290104866027832,4.755105495452881,8.456801414489746,0.6721311211585999,9.290104866027832,4.755105495452881,8.456801414489746,0.6721311211585999,,,,,,,,
78,78,,,,,,,,,9.626911163330078,4.751464366912842,8.79361629486084,0.7540983557701111,9.626911163330078,4.751464366912842,8.79361629486084,0.7540983557701111
78,78,9.406856536865234,4.748088359832764,8.572936058044434,0.6721311211585999,9.406856536865234,4.748088359832764,8.572936058044434,0.6721311211585999,,,,,,,,
79,79,,,,,,,,,9.613478660583496,4.749843597412109,8.780184745788574,0.7377049326896667,9.613478660583496,4.749843597412109,8.780184745788574,0.7377049326896667
79,79,9.38791275024414,4.748549938201904,8.554951667785645,0.7049180269241333,9.38791275024414,4.748549938201904,8.554951667785645,0.7049180269241333,,,,,,,,
80,80,,,,,,,,,9.597734451293945,4.748491287231445,8.764442443847656,0.7377049326896667,9.597734451293945,4.748491287231445,8.764442443847656,0.7377049326896667
80,80,9.366070747375488,4.744781970977783,8.532304763793945,0.6721311211585999,9.366070747375488,4.744781970977783,8.532304763793945,0.6721311211585999,,,,,,,,
81,81,,,,,,,,,9.583253860473633,4.747128009796143,8.74996280670166,0.7213114500045776,9.583253860473633,4.747128009796143,8.74996280670166,0.7213114500045776
81,81,9.334405899047852,4.745016574859619,8.501293182373047,0.688524603843689,9.334405899047852,4.745016574859619,8.501293182373047,0.688524603843689,,,,,,,,
82,82,,,,,,,,,9.569367408752441,4.745585918426514,8.736072540283203,0.7213114500045776,9.569367408752441,4.745585918426514,8.736072540283203,0.7213114500045776
82,82,9.320136070251465,4.733953952789307,8.485025405883789,0.688524603843689,9.320136070251465,4.733953952789307,8.485025405883789,0.688524603843689,,,,,,,,
83,83,,,,,,,,,9.559256553649902,4.743955135345459,8.725983619689941,0.7213114500045776,9.559256553649902,4.743955135345459,8.725983619689941,0.7213114500045776
83,83,9.325383186340332,4.739305019378662,8.492241859436035,0.6557376980781555,9.325383186340332,4.739305019378662,8.492241859436035,0.6557376980781555,,,,,,,,
84,84,,,,,,,,,9.55362319946289,4.742434024810791,8.720349311828613,0.7213114500045776,9.55362319946289,4.742434024810791,8.720349311828613,0.7213114500045776
84,84,9.306964874267578,4.726847171783447,8.473610877990723,0.6557376980781555,9.306964874267578,4.726847171783447,8.473610877990723,0.6557376980781555,,,,,,,,
85,85,,,,,,,,,9.55009651184082,4.741076469421387,8.716830253601074,0.7213114500045776,9.55009651184082,4.741076469421387,8.716830253601074,0.7213114500045776
85,85,9.280721664428711,4.735051155090332,8.445939064025879,0.6721311211585999,9.280721664428711,4.735051155090332,8.445939064025879,0.6721311211585999,,,,,,,,
86,86,,,,,,,,,9.551188468933105,4.739330768585205,8.717903137207031,0.7213114500045776,9.551188468933105,4.739330768585205,8.717903137207031,0.7213114500045776
86,86,9.277382850646973,4.744617938995361,8.445862770080566,0.6557376980781555,9.277382850646973,4.744617938995361,8.445862770080566,0.6557376980781555,,,,,,,,
87,87,,,,,,,,,9.552985191345215,4.737277507781982,8.71969985961914,0.7213114500045776,9.552985191345215,4.737277507781982,8.71969985961914,0.7213114500045776
